class,bruises,odor,spore_print_color,population,habitat,mushroom_ID,gillID,capID,veilID,stalkID
e,f,n,n,a,g,effwfnfwbptesfwwpwoenag,fwbp,ffw,pwoe,tesfww
e,t,n,k,y,d,exfgtnfcbutbsspppwopkyd,fcbu,xfg,pwop,tbsspp
e,t,l,k,n,g,exywtlfcbwecsswwpwopkng,fcbw,xyw,pwop,ecssww
e,t,l,n,n,m,exywtlfcbkecsswwpwopnnm,fcbk,xyw,pwop,ecssww
e,f,n,n,s,g,efsgfnfwbptefswwpwoensg,fwbp,fsg,pwoe,tefsww
e,f,n,k,a,g,efswfnfwbktesswwpwoekag,fwbk,fsw,pwoe,tessww
e,f,n,k,s,g,efsnfnfwbnteffwwpwoeksg,fwbn,fsn,pwoe,teffww
e,f,n,k,a,g,efswfnfwbptefswwpwoekag,fwbp,fsw,pwoe,tefsww
e,f,n,n,a,g,exfnfnfwbhtesfwwpwoenag,fwbh,xfn,pwoe,tesfww
e,f,n,n,s,g,exsnfnfwbntesfwwpwoensg,fwbn,xsn,pwoe,tesfww
e,t,a,n,n,m,ebyytafcbgecsswwpwopnnm,fcbg,byy,pwop,ecssww
p,t,p,k,v,g,pfywtpfcnkeesswwpwopkvg,fcnk,fyw,pwop,eessww
e,f,n,k,a,g,exsnfnfwbktesfwwpwoekag,fwbk,xsn,pwoe,tesfww
e,f,n,k,s,g,efsnfnfwbktefswwpwoeksg,fwbk,fsn,pwoe,tefsww
e,t,a,k,s,g,exyntafcbnersywwpwopksg,fcbn,xyn,pwop,ersyww
e,f,n,n,a,g,exsgfnfwbnteffwwpwoenag,fwbn,xsg,pwoe,teffww
e,f,n,n,a,g,efswfnfwbktefswwpwoenag,fwbk,fsw,pwoe,tefsww
p,t,p,k,v,u,pxsntpfcnneesswwpwopkvu,fcnn,xsn,pwop,eessww
e,f,n,k,a,g,efsgfnfwbnteffwwpwoekag,fwbn,fsg,pwoe,teffww
e,f,n,n,s,g,exfwfnfwbptefswwpwoensg,fwbp,xfw,pwoe,tefsww
p,t,p,k,v,g,pfsntpfcnneesswwpwopkvg,fcnn,fsn,pwop,eessww
e,f,n,n,a,g,exfnfnfwbptesswwpwoenag,fwbp,xfn,pwoe,tessww
e,f,n,k,a,g,exsnfnfwbptefswwpwoekag,fwbp,xsn,pwoe,tefsww
e,t,n,k,v,d,exfntnfcbutbssgppwopkvd,fcbu,xfn,pwop,tbssgp
e,f,n,k,s,g,efswfnfwbptefswwpwoeksg,fwbp,fsw,pwoe,tefsww
p,t,p,n,v,u,pfswtpfcnpeesswwpwopnvu,fcnp,fsw,pwop,eessww
e,f,n,k,a,g,exfwfnfwbhtesfwwpwoekag,fwbh,xfw,pwoe,tesfww
e,f,n,n,s,g,effnfnfwbhtesswwpwoensg,fwbh,ffn,pwoe,tessww
e,f,n,n,s,g,efsgfnfwbpteffwwpwoensg,fwbp,fsg,pwoe,teffww
e,f,n,k,a,g,exfwfnfwbnteffwwpwoekag,fwbn,xfw,pwoe,teffww
e,t,l,n,y,g,efyntlfcbwersywwpwopnyg,fcbw,fyn,pwop,ersyww
p,t,p,n,s,g,pfswtpfcnweesswwpwopnsg,fcnw,fsw,pwop,eessww
e,f,n,n,a,g,exfwfnfwbptesswwpwoenag,fwbp,xfw,pwoe,tessww
e,f,n,k,y,u,effnfnfcnpeesswwpwopkyu,fcnp,ffn,pwop,eessww
p,t,p,n,s,u,pfyntpfcnweesswwpwopnsu,fcnw,fyn,pwop,eessww
e,f,n,n,s,g,efswfnfwbntesfwwpwoensg,fwbn,fsw,pwoe,tesfww
e,f,n,n,s,g,exfgfnfwbkteffwwpwoensg,fwbk,xfg,pwoe,teffww
e,t,a,n,y,p,efyytafcbnersywwpwopnyp,fcbn,fyy,pwop,ersyww
e,f,n,n,s,g,exfwfnfwbhteffwwpwoensg,fwbh,xfw,pwoe,teffww
e,f,n,k,a,g,exfwfnfwbhteffwwpwoekag,fwbh,xfw,pwoe,teffww
p,t,p,n,s,g,pfyntpfcnneesswwpwopnsg,fcnn,fyn,pwop,eessww
e,f,n,k,s,g,effnfnfwbhtefswwpwoeksg,fwbh,ffn,pwoe,tefsww
e,f,n,n,s,g,effgfnfwbktesswwpwoensg,fwbk,ffg,pwoe,tessww
e,f,n,k,s,g,exfnfnfwbntesswwpwoeksg,fwbn,xfn,pwoe,tessww
e,t,n,n,v,d,exfntnfcbptbsspppwopnvd,fcbp,xfn,pwop,tbsspp
e,f,n,k,s,g,exsgfnfwbkteffwwpwoeksg,fwbk,xsg,pwoe,teffww
e,f,n,k,a,g,exsgfnfwbntefswwpwoekag,fwbn,xsg,pwoe,tefsww
e,f,n,k,s,g,exfwfnfwbkteffwwpwoeksg,fwbk,xfw,pwoe,teffww
e,f,n,n,s,g,effgfnfwbhtesswwpwoensg,fwbh,ffg,pwoe,tessww
e,t,n,k,y,d,exfntnfcbntbsswwpwopkyd,fcbn,xfn,pwop,tbssww
e,f,n,n,s,g,exswfnfwbpteffwwpwoensg,fwbp,xsw,pwoe,teffww
p,t,p,n,s,u,pxswtpfcnneesswwpwopnsu,fcnn,xsw,pwop,eessww
e,f,n,n,a,g,efsgfnfwbntesfwwpwoenag,fwbn,fsg,pwoe,tesfww
e,f,n,n,s,g,exsnfnfwbktesswwpwoensg,fwbk,xsn,pwoe,tessww
e,t,n,k,v,d,exfntnfcbptbsswgpwopkvd,fcbp,xfn,pwop,tbsswg
e,t,a,n,y,g,exyytafcbpersywwpwopnyg,fcbp,xyy,pwop,ersyww
e,f,n,k,a,g,exsgfnfwbkteffwwpwoekag,fwbk,xsg,pwoe,teffww
e,f,n,k,a,g,exfnfnfwbhtefswwpwoekag,fwbh,xfn,pwoe,tefsww
e,f,n,k,a,g,exfwfnfwbktesswwpwoekag,fwbk,xfw,pwoe,tessww
e,t,a,n,s,g,exyytafcbkecsswwpwopnsg,fcbk,xyy,pwop,ecssww
e,t,n,k,y,d,exfntnfcbptbssgwpwopkyd,fcbp,xfn,pwop,tbssgw
e,f,n,k,a,g,exfwfnfwbptesswwpwoekag,fwbp,xfw,pwoe,tessww
e,f,n,k,a,g,exfwfnfwbntefswwpwoekag,fwbn,xfw,pwoe,tefsww
p,t,p,n,s,u,pfsntpfcnneesswwpwopnsu,fcnn,fsn,pwop,eessww
p,t,p,k,v,u,pfswtpfcnkeesswwpwopkvu,fcnk,fsw,pwop,eessww
e,f,n,k,a,g,exsnfnfwbptesswwpwoekag,fwbp,xsn,pwoe,tessww
e,f,n,n,v,u,exfgfnfcnneesswwpwopnvu,fcnn,xfg,pwop,eessww
e,f,n,k,s,g,efsnfnfwbpteffwwpwoeksg,fwbp,fsn,pwoe,teffww
e,f,n,k,a,g,exswfnfwbktefswwpwoekag,fwbk,xsw,pwoe,tefsww
p,t,p,k,s,g,pfswtpfcnweesswwpwopksg,fcnw,fsw,pwop,eessww
e,t,a,n,s,g,ebsytafcbkecsswwpwopnsg,fcbk,bsy,pwop,ecssww
e,f,n,k,a,g,exfnfnfwbhteffwwpwoekag,fwbh,xfn,pwoe,teffww
p,t,p,k,s,u,pfyntpfcnneesswwpwopksu,fcnn,fyn,pwop,eessww
e,f,n,k,a,g,exsgfnfwbhteffwwpwoekag,fwbh,xsg,pwoe,teffww
e,f,n,n,s,g,exsgfnfwbktesfwwpwoensg,fwbk,xsg,pwoe,tesfww
e,f,n,k,s,g,exswfnfwbntefswwpwoeksg,fwbn,xsw,pwoe,tefsww
p,t,p,n,v,u,pfswtpfcnneesswwpwopnvu,fcnn,fsw,pwop,eessww
e,f,n,k,a,g,efswfnfwbkteffwwpwoekag,fwbk,fsw,pwoe,teffww
e,f,n,n,a,g,exfnfnfwbhtefswwpwoenag,fwbh,xfn,pwoe,tefsww
e,f,n,n,s,g,effnfnfwbptesswwpwoensg,fwbp,ffn,pwoe,tessww
e,f,n,n,a,g,exfnfnfwbpteffwwpwoenag,fwbp,xfn,pwoe,teffww
p,t,p,k,v,g,pfyntpfcnkeesswwpwopkvg,fcnk,fyn,pwop,eessww
e,f,n,n,s,g,exfwfnfwbptesfwwpwoensg,fwbp,xfw,pwoe,tesfww
e,f,n,n,a,g,efswfnfwbptefswwpwoenag,fwbp,fsw,pwoe,tefsww
p,t,p,k,v,u,pfywtpfcnkeesswwpwopkvu,fcnk,fyw,pwop,eessww
e,f,n,k,a,g,efsgfnfwbptesfwwpwoekag,fwbp,fsg,pwoe,tesfww
e,t,n,n,v,d,efyntnfcbwtbsswgpwopnvd,fcbw,fyn,pwop,tbsswg
e,f,n,n,a,g,exfgfnfwbhtesfwwpwoenag,fwbh,xfg,pwoe,tesfww
e,t,n,k,v,d,exfgtnfcbutbsswppwopkvd,fcbu,xfg,pwop,tbsswp
e,t,n,n,v,d,exyntnfcbptbsspwpwopnvd,fcbp,xyn,pwop,tbsspw
e,t,n,n,y,d,effntnfcbntbsspgpwopnyd,fcbn,ffn,pwop,tbsspg
e,t,n,k,v,d,efyetnfcbptbsspppwopkvd,fcbp,fye,pwop,tbsspp
e,f,n,n,s,g,efsgfnfwbhtefswwpwoensg,fwbh,fsg,pwoe,tefsww
e,t,n,n,y,d,exfgtnfcbutbsspppwopnyd,fcbu,xfg,pwop,tbsspp
e,t,n,k,y,d,exygtnfcbptbssgppwopkyd,fcbp,xyg,pwop,tbssgp
e,f,n,n,s,g,exfgfnfwbptefswwpwoensg,fwbp,xfg,pwoe,tefsww
p,t,p,n,s,g,pfsntpfcnneesswwpwopnsg,fcnn,fsn,pwop,eessww
e,t,n,k,v,d,effntnfcbntbssgwpwopkvd,fcbn,ffn,pwop,tbssgw
p,t,p,k,v,g,pxsntpfcnneesswwpwopkvg,fcnn,xsn,pwop,eessww
e,t,a,n,s,g,exswtafcbnecsswwpwopnsg,fcbn,xsw,pwop,ecssww
e,f,n,k,a,g,exswfnfwbhtesswwpwoekag,fwbh,xsw,pwoe,tessww
e,t,a,n,s,g,exyytafcbgecsswwpwopnsg,fcbg,xyy,pwop,ecssww
p,f,f,h,y,g,pxfgfffcbhebkknbpwolhyg,fcbh,xfg,pwol,ebkknb
e,f,n,n,a,g,efsnfnfwbktefswwpwoenag,fwbk,fsn,pwoe,tefsww
e,f,n,n,s,g,efswfnfwbpteffwwpwoensg,fwbp,fsw,pwoe,teffww
e,t,n,k,v,d,exfntnfcbptbssggpwopkvd,fcbp,xfn,pwop,tbssgg
e,f,n,k,s,g,efsnfnfwbhtesswwpwoeksg,fwbh,fsn,pwoe,tessww
e,f,n,k,s,g,exfnfnfwbhtesfwwpwoeksg,fwbh,xfn,pwoe,tesfww
p,t,p,k,v,u,pxswtpfcnpeesswwpwopkvu,fcnp,xsw,pwop,eessww
e,t,n,n,y,d,effntnfcbptbsspgpwopnyd,fcbp,ffn,pwop,tbsspg
e,t,l,n,n,g,exywtlfcbkecsswwpwopnng,fcbk,xyw,pwop,ecssww
e,f,n,k,s,g,effgfnfwbntefswwpwoeksg,fwbn,ffg,pwoe,tefsww
e,t,n,n,v,d,exyetnfcbntbsswgpwopnvd,fcbn,xye,pwop,tbsswg
e,f,n,k,s,g,effwfnfwbntesswwpwoeksg,fwbn,ffw,pwoe,tessww
e,f,n,n,a,g,exsgfnfwbptefswwpwoenag,fwbp,xsg,pwoe,tefsww
e,t,n,k,v,d,exyntnfcbntbsswppwopkvd,fcbn,xyn,pwop,tbsswp
e,t,n,n,y,d,exygtnfcbwtbsswgpwopnyd,fcbw,xyg,pwop,tbsswg
e,t,n,k,v,d,exfgtnfcbutbssgwpwopkvd,fcbu,xfg,pwop,tbssgw
e,f,n,n,a,g,efswfnfwbntefswwpwoenag,fwbn,fsw,pwoe,tefsww
e,t,n,k,v,d,exfgtnfcbutbsspwpwopkvd,fcbu,xfg,pwop,tbsspw
e,t,n,n,v,d,exfntnfcbutbssggpwopnvd,fcbu,xfn,pwop,tbssgg
e,t,n,n,v,d,exfetnfcbwtbssgwpwopnvd,fcbw,xfe,pwop,tbssgw
e,t,n,n,y,d,exyntnfcbwtbsspgpwopnyd,fcbw,xyn,pwop,tbsspg
e,f,n,n,s,g,effwfnfwbhteffwwpwoensg,fwbh,ffw,pwoe,teffww
e,t,n,k,y,d,exyntnfcbptbsspwpwopkyd,fcbp,xyn,pwop,tbsspw
e,f,n,k,s,g,exsgfnfwbntesfwwpwoeksg,fwbn,xsg,pwoe,tesfww
e,f,n,k,a,g,exfgfnfwbhtefswwpwoekag,fwbh,xfg,pwoe,tefsww
e,f,n,n,a,g,effwfnfwbptesswwpwoenag,fwbp,ffw,pwoe,tessww
e,t,n,k,v,d,exygtnfcbptbsswppwopkvd,fcbp,xyg,pwop,tbsswp
p,t,p,n,s,u,pfyntpfcnkeesswwpwopnsu,fcnk,fyn,pwop,eessww
e,t,n,k,v,d,exyetnfcbptbsspgpwopkvd,fcbp,xye,pwop,tbsspg
e,f,n,k,s,g,effwfnfwbptesfwwpwoeksg,fwbp,ffw,pwoe,tesfww
e,f,n,n,a,g,efsgfnfwbhtefswwpwoenag,fwbh,fsg,pwoe,tefsww
e,t,n,n,v,d,exygtnfcbwtbssgppwopnvd,fcbw,xyg,pwop,tbssgp
e,t,n,k,v,d,effgtnfcbptbsspwpwopkvd,fcbp,ffg,pwop,tbsspw
e,t,n,k,v,d,exfntnfcbwtbssgwpwopkvd,fcbw,xfn,pwop,tbssgw
e,t,n,k,v,d,effetnfcbntbsswppwopkvd,fcbn,ffe,pwop,tbsswp
e,f,n,n,a,g,exswfnfwbhtefswwpwoenag,fwbh,xsw,pwoe,tefsww
e,t,n,n,v,d,exfetnfcbwtbsswgpwopnvd,fcbw,xfe,pwop,tbsswg
e,t,n,k,v,d,exfntnfcbptbsswppwopkvd,fcbp,xfn,pwop,tbsswp
e,t,n,k,y,d,exfgtnfcbutbsswwpwopkyd,fcbu,xfg,pwop,tbssww
e,t,n,n,y,d,exfntnfcbntbsspwpwopnyd,fcbn,xfn,pwop,tbsspw
e,t,a,n,v,d,exfytafwnwtbsswwpwopnvd,fwnw,xfy,pwop,tbssww
e,t,n,n,v,d,exfetnfcbwtbssggpwopnvd,fcbw,xfe,pwop,tbssgg
p,t,p,n,v,g,pfswtpfcnweesswwpwopnvg,fcnw,fsw,pwop,eessww
e,f,n,k,s,g,exswfnfwbhteffwwpwoeksg,fwbh,xsw,pwoe,teffww
e,t,n,n,y,d,exfetnfcbutbssggpwopnyd,fcbu,xfe,pwop,tbssgg
e,t,n,k,v,d,exyntnfcbwtbsspppwopkvd,fcbw,xyn,pwop,tbsspp
e,f,n,k,a,g,exfwfnfwbhtefswwpwoekag,fwbh,xfw,pwoe,tefsww
e,t,n,n,y,d,exfgtnfcbwtbsspwpwopnyd,fcbw,xfg,pwop,tbsspw
e,f,n,n,s,g,exsgfnfwbntesswwpwoensg,fwbn,xsg,pwoe,tessww
e,t,n,n,y,d,exyetnfcbwtbsspgpwopnyd,fcbw,xye,pwop,tbsspg
e,t,n,n,v,d,exyntnfcbutbsspwpwopnvd,fcbu,xyn,pwop,tbsspw
e,f,n,k,a,g,exswfnfwbptefswwpwoekag,fwbp,xsw,pwoe,tefsww
e,f,n,k,a,g,exsnfnfwbntesfwwpwoekag,fwbn,xsn,pwoe,tesfww
e,f,n,k,s,g,exswfnfwbntesswwpwoeksg,fwbn,xsw,pwoe,tessww
e,f,n,k,s,g,exsnfnfwbntesfwwpwoeksg,fwbn,xsn,pwoe,tesfww
e,t,n,n,y,d,effetnfcbntbsspgpwopnyd,fcbn,ffe,pwop,tbsspg
e,f,n,k,a,g,effwfnfwbntesfwwpwoekag,fwbn,ffw,pwoe,tesfww
e,f,n,k,a,g,effgfnfwbktesswwpwoekag,fwbk,ffg,pwoe,tessww
e,t,n,n,v,d,exyetnfcbwtbssggpwopnvd,fcbw,xye,pwop,tbssgg
e,t,n,n,y,d,exfetnfcbptbsspwpwopnyd,fcbp,xfe,pwop,tbsspw
e,t,n,n,v,d,exygtnfcbutbsswwpwopnvd,fcbu,xyg,pwop,tbssww
e,t,n,k,y,d,exfetnfcbptbsswgpwopkyd,fcbp,xfe,pwop,tbsswg
e,f,n,n,s,g,efsnfnfwbhtesswwpwoensg,fwbh,fsn,pwoe,tessww
e,f,n,k,a,g,exswfnfwbntesswwpwoekag,fwbn,xsw,pwoe,tessww
e,f,n,k,a,g,exswfnfwbhtesfwwpwoekag,fwbh,xsw,pwoe,tesfww
e,f,n,n,a,g,exfwfnfwbktesswwpwoenag,fwbk,xfw,pwoe,tessww
e,t,n,n,v,d,exfetnfcbutbssgppwopnvd,fcbu,xfe,pwop,tbssgp
e,t,n,n,y,d,exfntnfcbutbssggpwopnyd,fcbu,xfn,pwop,tbssgg
e,t,n,k,v,d,effntnfcbwtbssgppwopkvd,fcbw,ffn,pwop,tbssgp
e,t,l,n,v,d,effwtlfwnptbsswwpwopnvd,fwnp,ffw,pwop,tbssww
e,f,n,k,a,g,effwfnfwbkteffwwpwoekag,fwbk,ffw,pwoe,teffww
p,t,p,k,s,g,pfywtpfcnneesswwpwopksg,fcnn,fyw,pwop,eessww
e,t,n,k,v,d,effgtnfcbntbssggpwopkvd,fcbn,ffg,pwop,tbssgg
e,t,n,n,v,d,exfntnfcbwtbsswgpwopnvd,fcbw,xfn,pwop,tbsswg
e,f,n,n,a,g,exswfnfwbkteffwwpwoenag,fwbk,xsw,pwoe,teffww
e,f,n,n,a,g,exfwfnfwbhteffwwpwoenag,fwbh,xfw,pwoe,teffww
e,f,n,n,a,g,exsnfnfwbhtesswwpwoenag,fwbh,xsn,pwoe,tessww
e,f,n,n,a,g,exfnfnfwbntesswwpwoenag,fwbn,xfn,pwoe,tessww
e,f,n,n,a,g,exsgfnfwbhtesswwpwoenag,fwbh,xsg,pwoe,tessww
e,t,n,n,v,d,exyntnfcbwtbssggpwopnvd,fcbw,xyn,pwop,tbssgg
e,t,n,n,y,d,exfntnfcbutbsspppwopnyd,fcbu,xfn,pwop,tbsspp
e,f,n,n,s,g,efsgfnfwbkteffwwpwoensg,fwbk,fsg,pwoe,teffww
e,f,n,k,a,g,efsnfnfwbnteffwwpwoekag,fwbn,fsn,pwoe,teffww
e,f,n,n,s,g,exsgfnfwbptefswwpwoensg,fwbp,xsg,pwoe,tefsww
e,t,n,k,y,d,effgtnfcbntbsspwpwopkyd,fcbn,ffg,pwop,tbsspw
e,f,n,n,a,g,exswfnfwbhteffwwpwoenag,fwbh,xsw,pwoe,teffww
e,f,n,n,a,g,effnfnfwbktesfwwpwoenag,fwbk,ffn,pwoe,tesfww
e,f,n,k,s,g,efswfnfwbhtefswwpwoeksg,fwbh,fsw,pwoe,tefsww
e,f,n,n,s,g,exfgfnfwbktesswwpwoensg,fwbk,xfg,pwoe,tessww
e,f,n,n,a,g,effnfnfwbktesswwpwoenag,fwbk,ffn,pwoe,tessww
e,f,n,k,a,g,effnfnfwbpteffwwpwoekag,fwbp,ffn,pwoe,teffww
e,t,n,n,v,d,exfntnfcbwtbsswppwopnvd,fcbw,xfn,pwop,tbsswp
e,f,n,k,a,g,efsgfnfwbhtesfwwpwoekag,fwbh,fsg,pwoe,tesfww
e,f,n,n,s,g,efswfnfwbnteffwwpwoensg,fwbn,fsw,pwoe,teffww
e,t,n,k,v,d,exyetnfcbptbssgwpwopkvd,fcbp,xye,pwop,tbssgw
e,t,n,k,v,d,exygtnfcbutbssggpwopkvd,fcbu,xyg,pwop,tbssgg
e,t,n,k,v,d,exyetnfcbntbssgppwopkvd,fcbn,xye,pwop,tbssgp
e,f,n,k,s,g,exfgfnfwbhtesswwpwoeksg,fwbh,xfg,pwoe,tessww
e,f,n,n,a,g,effgfnfwbptefswwpwoenag,fwbp,ffg,pwoe,tefsww
e,t,l,n,y,g,efyytlfcbpersywwpwopnyg,fcbp,fyy,pwop,ersyww
p,t,p,k,v,u,pfywtpfcnweesswwpwopkvu,fcnw,fyw,pwop,eessww
e,f,n,k,a,g,efsnfnfwbhteffwwpwoekag,fwbh,fsn,pwoe,teffww
e,f,n,k,s,g,effnfnfwbktesfwwpwoeksg,fwbk,ffn,pwoe,tesfww
e,t,n,k,v,d,effntnfcbptbssgwpwopkvd,fcbp,ffn,pwop,tbssgw
e,t,n,k,y,d,exfetnfcbutbssgwpwopkyd,fcbu,xfe,pwop,tbssgw
e,f,n,n,a,g,effgfnfwbptesswwpwoenag,fwbp,ffg,pwoe,tessww
e,f,n,k,s,g,exfnfnfwbntefswwpwoeksg,fwbn,xfn,pwoe,tefsww
e,f,n,n,s,g,exfgfnfwbhteffwwpwoensg,fwbh,xfg,pwoe,teffww
e,t,n,n,v,d,exyetnfcbwtbssgwpwopnvd,fcbw,xye,pwop,tbssgw
e,t,n,k,v,d,effntnfcbwtbssgwpwopkvd,fcbw,ffn,pwop,tbssgw
e,f,n,k,s,g,exfnfnfwbptesfwwpwoeksg,fwbp,xfn,pwoe,tesfww
e,f,n,k,a,g,exfnfnfwbptesfwwpwoekag,fwbp,xfn,pwoe,tesfww
e,f,n,k,s,g,efswfnfwbhtesfwwpwoeksg,fwbh,fsw,pwoe,tesfww
e,f,n,k,s,g,efsgfnfwbptesswwpwoeksg,fwbp,fsg,pwoe,tessww
p,t,p,k,s,u,pfywtpfcnweesswwpwopksu,fcnw,fyw,pwop,eessww
e,t,a,n,s,g,ebswtafcbkecsswwpwopnsg,fcbk,bsw,pwop,ecssww
e,t,n,n,v,d,exfntnfcbwtbssgwpwopnvd,fcbw,xfn,pwop,tbssgw
e,f,n,k,a,g,effgfnfwbkteffwwpwoekag,fwbk,ffg,pwoe,teffww
e,f,n,n,s,g,exfnfnfwbktefswwpwoensg,fwbk,xfn,pwoe,tefsww
e,f,n,n,s,g,exsnfnfwbktesfwwpwoensg,fwbk,xsn,pwoe,tesfww
e,t,l,u,v,d,efswtlfwnntbsswwpwopuvd,fwnn,fsw,pwop,tbssww
e,f,n,n,a,g,exfwfnfwbhtesswwpwoenag,fwbh,xfw,pwoe,tessww
e,f,n,k,a,g,exswfnfwbhtefswwpwoekag,fwbh,xsw,pwoe,tefsww
e,f,n,k,s,g,exsgfnfwbktefswwpwoeksg,fwbk,xsg,pwoe,tefsww
e,t,n,k,v,d,exyetnfcbptbsswppwopkvd,fcbp,xye,pwop,tbsswp
e,t,n,k,v,d,effntnfcbntbssgppwopkvd,fcbn,ffn,pwop,tbssgp
e,t,n,k,v,d,exfntnfcbntbsswwpwopkvd,fcbn,xfn,pwop,tbssww
e,f,n,k,s,g,effwfnfwbktesswwpwoeksg,fwbk,ffw,pwoe,tessww
e,f,n,n,s,g,efsnfnfwbntefswwpwoensg,fwbn,fsn,pwoe,tefsww
p,t,p,n,v,u,pfswtpfcnkeesswwpwopnvu,fcnk,fsw,pwop,eessww
e,f,n,n,s,g,effnfnfwbpteffwwpwoensg,fwbp,ffn,pwoe,teffww
e,t,n,n,y,d,exygtnfcbwtbssggpwopnyd,fcbw,xyg,pwop,tbssgg
e,t,n,n,v,d,exygtnfcbntbssggpwopnvd,fcbn,xyg,pwop,tbssgg
e,f,n,n,a,g,exfgfnfwbptesswwpwoenag,fwbp,xfg,pwoe,tessww
e,t,n,n,v,d,exfgtnfcbwtbsspppwopnvd,fcbw,xfg,pwop,tbsspp
e,t,n,n,v,d,exyetnfcbutbsspppwopnvd,fcbu,xye,pwop,tbsspp
e,t,n,k,y,d,exfgtnfcbptbssgppwopkyd,fcbp,xfg,pwop,tbssgp
e,t,n,n,v,d,exfgtnfcbutbsspwpwopnvd,fcbu,xfg,pwop,tbsspw
e,t,n,k,v,d,exfntnfcbptbsspgpwopkvd,fcbp,xfn,pwop,tbsspg
p,t,p,k,v,g,pxswtpfcnpeesswwpwopkvg,fcnp,xsw,pwop,eessww
e,f,n,k,s,g,exfnfnfwbktesswwpwoeksg,fwbk,xfn,pwoe,tessww
e,t,n,n,v,d,exyntnfcbwtbsspppwopnvd,fcbw,xyn,pwop,tbsspp
e,t,n,n,y,d,exfgtnfcbptbsswgpwopnyd,fcbp,xfg,pwop,tbsswg
p,t,p,n,s,g,pfyntpfcnweesswwpwopnsg,fcnw,fyn,pwop,eessww
e,t,n,k,y,d,exfgtnfcbutbsswgpwopkyd,fcbu,xfg,pwop,tbsswg
e,f,n,k,s,g,exfgfnfwbhtesfwwpwoeksg,fwbh,xfg,pwoe,tesfww
e,t,n,k,v,d,exfetnfcbutbssggpwopkvd,fcbu,xfe,pwop,tbssgg
e,f,n,n,s,g,effnfnfwbktefswwpwoensg,fwbk,ffn,pwoe,tefsww
e,f,n,n,a,g,efswfnfwbhteffwwpwoenag,fwbh,fsw,pwoe,teffww
e,f,n,k,s,g,efsnfnfwbptesswwpwoeksg,fwbp,fsn,pwoe,tessww
e,t,n,n,v,d,exyetnfcbwtbsswgpwopnvd,fcbw,xye,pwop,tbsswg
e,f,n,k,s,g,efsnfnfwbkteffwwpwoeksg,fwbk,fsn,pwoe,teffww
e,t,n,n,v,d,effntnfcbntbsspppwopnvd,fcbn,ffn,pwop,tbsspp
e,f,n,k,s,g,efswfnfwbhtesswwpwoeksg,fwbh,fsw,pwoe,tessww
e,f,n,k,a,g,exfnfnfwbkteffwwpwoekag,fwbk,xfn,pwoe,teffww
e,f,n,n,s,g,effnfnfwbhtesfwwpwoensg,fwbh,ffn,pwoe,tesfww
p,t,p,k,v,u,pxsntpfcnweesswwpwopkvu,fcnw,xsn,pwop,eessww
e,t,n,k,y,d,exfntnfcbptbsswwpwopkyd,fcbp,xfn,pwop,tbssww
e,f,n,n,s,g,efsnfnfwbktefswwpwoensg,fwbk,fsn,pwoe,tefsww
p,t,p,n,s,g,pfywtpfcnneesswwpwopnsg,fcnn,fyw,pwop,eessww
e,t,n,n,v,d,exfntnfcbntbsspgpwopnvd,fcbn,xfn,pwop,tbsspg
e,t,n,n,y,d,exfgtnfcbutbsswppwopnyd,fcbu,xfg,pwop,tbsswp
e,f,n,n,a,g,effnfnfwbpteffwwpwoenag,fwbp,ffn,pwoe,teffww
e,t,n,k,v,d,exfetnfcbptbssggpwopkvd,fcbp,xfe,pwop,tbssgg
e,f,n,n,s,g,effwfnfwbptesswwpwoensg,fwbp,ffw,pwoe,tessww
e,f,n,k,s,g,exfwfnfwbhteffwwpwoeksg,fwbh,xfw,pwoe,teffww
e,t,l,k,n,m,exywtlfcbkecsswwpwopknm,fcbk,xyw,pwop,ecssww
e,f,n,n,s,g,exswfnfwbptefswwpwoensg,fwbp,xsw,pwoe,tefsww
e,t,n,n,v,d,exygtnfcbutbsspgpwopnvd,fcbu,xyg,pwop,tbsspg
e,t,n,k,y,d,exfgtnfcbntbssgwpwopkyd,fcbn,xfg,pwop,tbssgw
e,f,n,n,a,g,exsgfnfwbntefswwpwoenag,fwbn,xsg,pwoe,tefsww
p,t,p,n,s,u,pfywtpfcnneesswwpwopnsu,fcnn,fyw,pwop,eessww
e,t,n,n,v,d,exfetnfcbwtbsswppwopnvd,fcbw,xfe,pwop,tbsswp
p,t,p,k,s,u,pfsntpfcnneesswwpwopksu,fcnn,fsn,pwop,eessww
p,t,p,n,v,g,pfyntpfcnweesswwpwopnvg,fcnw,fyn,pwop,eessww
e,t,n,n,v,d,exfgtnfcbptbsspppwopnvd,fcbp,xfg,pwop,tbsspp
e,f,n,n,a,g,efsnfnfwbhtesfwwpwoenag,fwbh,fsn,pwoe,tesfww
e,t,n,n,y,d,exfgtnfcbptbssgwpwopnyd,fcbp,xfg,pwop,tbssgw
e,f,n,k,a,g,exfnfnfwbhtesfwwpwoekag,fwbh,xfn,pwoe,tesfww
e,t,n,n,y,d,exfntnfcbwtbsspgpwopnyd,fcbw,xfn,pwop,tbsspg
e,f,n,n,s,g,efsnfnfwbptefswwpwoensg,fwbp,fsn,pwoe,tefsww
e,f,n,k,a,g,effnfnfwbptesfwwpwoekag,fwbp,ffn,pwoe,tesfww
